,pH
0,1.9438781302251553
1,-0.09063912068700208
2,0.303138411747607
3,-0.35315747564341005
4,1.9438781302251553
5,1.9438781302251553
6,0.5656567667040149
7,1.1563230653559342
8,0.9594342991386269
9,0.8938047103995264
10,0.43439758922581095
11,0.8938047103995264
12,2.4032852513988705
13,0.303138411747607
14,-0.35315747564341005
15,-0.2875278869043095
16,0.5656567667040149
17,-0.6813054193389214
18,1.0906934766168308
19,-1.140712540512634
20,1.1563230653559342
21,2.009507718964259
22,-0.2875278869043095
23,-0.2875278869043095
24,1.4188414203123423
25,0.8281751216604228
26,0.43439758922581095
27,-0.2875278869043095
28,1.6813597752687501
29,1.0906934766168308
30,0.8938047103995264
31,1.6157301865296467
32,-0.2875278869043095
33,1.5501005977905462
34,1.0906934766168308
35,1.2219526540950347
36,1.3532118315732389
37,0.10624964553030243
38,1.8782485414860548
39,0.7625455329213223
40,0.7625455329213223
41,0.303138411747607
42,-0.02500953194790155
43,0.5656567667040149
44,1.7469893640078507
46,0.23750882300850643
47,0.23750882300850643
48,0.8281751216604228
49,0.6969159441822189
50,-0.4187870643825135
51,1.2219526540950347
52,1.1563230653559342
53,-0.09063912068700208
54,-0.2875278869043095
55,0.8281751216604228
56,-1.140712540512634
57,0.303138411747607
58,1.4188414203123423
59,1.2875822428341384
60,1.4844710090514428
61,-0.02500953194790155
62,1.0906934766168308
63,1.1563230653559342
64,1.2875822428341384
65,1.2875822428341384
66,1.3532118315732389
67,1.4844710090514428
68,0.43439758922581095
69,0.8281751216604228
70,0.6969159441822189
71,0.6969159441822189
72,0.6312863554431184
73,0.6312863554431184
74,0.43439758922581095
75,2.1407668964424627
76,2.1407668964424627
77,2.009507718964259
78,1.0906934766168308
79,-0.35315747564341005
80,1.2875822428341384
81,-0.5500462418607175
82,0.9594342991386269
83,-0.35315747564341005
84,1.4844710090514428
85,1.2875822428341384
86,-1.8626380166427543
87,1.1563230653559342
88,-0.484416653121614
89,1.7469893640078507
90,0.10624964553030243
91,-1.8626380166427543
92,-1.8626380166427543
93,1.1563230653559342
96,1.5501005977905462
97,0.23750882300850643
98,1.1563230653559342
99,0.5656567667040149
100,1.2219526540950347
101,0.6312863554431184
102,0.5656567667040149
103,0.5000271779649144
104,0.7625455329213223
105,0.5000271779649144
106,-0.878194185556226
107,1.6157301865296467
108,1.0250638878777303
109,-0.02500953194790155
110,-0.15626870942610555
111,-0.4187870643825135
112,-0.4187870643825135
113,0.6969159441822189
114,-0.15626870942610555
115,-0.9438237742953294
116,1.1563230653559342
117,1.0250638878777303
118,-0.02500953194790155
119,0.8281751216604228
120,0.5656567667040149
121,-0.02500953194790155
122,1.8126189527469543
123,1.4844710090514428
124,1.1563230653559342
125,-0.35315747564341005
126,2.0751373077033595
127,2.1407668964424627
128,1.3532118315732389
129,1.3532118315732389
130,0.17187923426940588
131,2.7314331950943793
132,2.7314331950943793
133,1.2219526540950347
134,0.0406200567912019
135,-0.15626870942610555
136,0.10624964553030243
137,1.7469893640078507
138,0.7625455329213223
139,0.6969159441822189
140,-0.15626870942610555
141,0.10624964553030243
143,0.8281751216604228
145,-0.2875278869043095
146,2.1407668964424627
147,-0.6813054193389214
148,1.3532118315732389
149,2.0751373077033595
150,0.7625455329213223
152,0.8938047103995264
153,0.8938047103995264
154,1.3532118315732389
155,1.3532118315732389
156,1.3532118315732389
157,1.3532118315732389
158,1.7469893640078507
159,2.468914840137971
160,-0.09063912068700208
161,-0.2875278869043095
162,0.7625455329213223
163,1.0250638878777303
164,1.0250638878777303
165,-0.15626870942610555
166,0.8281751216604228
167,1.0250638878777303
168,1.6813597752687501
169,-1.403230895469042
170,0.9594342991386269
171,0.5000271779649144
172,0.5000271779649144
173,1.3532118315732389
174,0.7625455329213223
175,0.8938047103995264
176,0.7625455329213223
177,2.4032852513988705
178,1.7469893640078507
179,-0.15626870942610555
180,-0.15626870942610555
181,-0.615675830599818
182,1.4844710090514428
183,2.1407668964424627
184,2.009507718964259
185,0.303138411747607
186,0.8281751216604228
187,1.1563230653559342
188,-0.09063912068700208
189,-0.09063912068700208
190,0.10624964553030243
191,2.3376556626597673
192,0.43439758922581095
193,0.43439758922581095
194,0.43439758922581095
195,0.23750882300850643
196,1.6157301865296467
197,-0.6813054193389214
198,2.3376556626597673
199,1.9438781302251553
200,0.0406200567912019
201,-1.140712540512634
202,0.9594342991386269
203,0.8281751216604228
204,0.8281751216604228
205,-0.09063912068700208
206,-0.09063912068700208
207,0.5000271779649144
208,0.0406200567912019
209,0.6312863554431184
210,0.5656567667040149
211,0.8938047103995264
212,-0.02500953194790155
213,0.5656567667040149
214,0.17187923426940588
215,0.8281751216604228
216,-0.484416653121614
217,0.9594342991386269
218,1.1563230653559342
219,0.5656567667040149
220,0.8281751216604228
221,-0.4187870643825135
222,1.3532118315732389
223,0.43439758922581095
224,0.6312863554431184
225,1.0250638878777303
226,-1.140712540512634
227,1.1563230653559342
228,1.0250638878777303
229,1.6157301865296467
230,2.1407668964424627
231,1.0250638878777303
232,0.8281751216604228
233,1.6157301865296467
234,0.6969159441822189
235,1.0250638878777303
236,1.0250638878777303
237,1.0250638878777303
238,1.0250638878777303
239,0.6969159441822189
240,-1.403230895469042
241,-0.484416653121614
242,-0.878194185556226
243,-0.9438237742953294
244,-0.9438237742953294
245,2.600174017616175
246,1.0906934766168308
247,-0.09063912068700208
248,0.8938047103995264
249,2.600174017616175
250,0.0406200567912019
251,1.6813597752687501
252,-0.2875278869043095
253,0.10624964553030243
254,1.6813597752687501
255,0.303138411747607
256,0.0406200567912019
257,1.8126189527469543
258,-1.00945336303443
259,0.9594342991386269
260,0.5000271779649144
261,0.8938047103995264
262,0.8281751216604228
263,0.43439758922581095
264,-0.878194185556226
265,-0.09063912068700208
266,2.5345444288770747
267,0.8938047103995264
269,0.43439758922581095
270,0.9594342991386269
271,0.43439758922581095
272,0.0406200567912019
273,0.6312863554431184
274,1.0906934766168308
275,0.9594342991386269
277,0.43439758922581095
278,0.10624964553030243
279,1.0906934766168308
280,-0.615675830599818
281,0.23750882300850643
282,0.9594342991386269
283,1.0906934766168308
284,0.6312863554431184
285,0.6312863554431184
286,-0.746935008078022
287,1.0250638878777303
288,0.8281751216604228
289,-0.09063912068700208
290,0.8281751216604228
291,0.5656567667040149
292,0.0406200567912019
293,1.2875822428341384
294,-1.0750829517735334
295,-1.0750829517735334
296,-0.35315747564341005
300,1.0906934766168308
301,0.0406200567912019
302,1.9438781302251553
303,1.1563230653559342
304,-0.09063912068700208
305,-0.615675830599818
306,0.9594342991386269
307,-0.15626870942610555
308,-0.15626870942610555
309,1.2875822428341384
310,-0.615675830599818
311,0.3687680004867104
312,0.6969159441822189
313,0.5656567667040149
314,1.1563230653559342
315,1.3532118315732389
316,0.5656567667040149
317,0.5656567667040149
318,1.0250638878777303
319,0.5656567667040149
320,1.0250638878777303
321,0.17187923426940588
322,0.5000271779649144
323,0.43439758922581095
324,-0.35315747564341005
325,-0.35315747564341005
326,-1.0750829517735334
327,0.43439758922581095
328,-0.35315747564341005
329,-0.22189829816520606
330,0.10624964553030243
331,0.10624964553030243
332,0.0406200567912019
333,-0.5500462418607175
334,0.8281751216604228
335,-0.2875278869043095
336,0.8938047103995264
337,0.6312863554431184
338,-0.35315747564341005
339,-0.6813054193389214
340,-0.615675830599818
341,-0.02500953194790155
342,0.5656567667040149
343,0.5656567667040149
344,-0.615675830599818
345,2.5345444288770747
346,2.4032852513988705
347,-1.2719717179908379
348,-0.6813054193389214
349,0.9594342991386269
350,0.43439758922581095
351,0.8938047103995264
352,0.3687680004867104
353,-0.22189829816520606
354,0.23750882300850643
355,2.206396485181563
356,0.303138411747607
357,0.17187923426940588
358,-0.4187870643825135
359,-0.2875278869043095
360,-0.15626870942610555
361,1.0250638878777303
362,-1.0750829517735334
363,-1.4688604842081425
364,-0.9438237742953294
365,0.303138411747607
366,-0.9438237742953294
367,-0.35315747564341005
368,-0.22189829816520606
369,-0.09063912068700208
370,2.3376556626597673
371,0.6969159441822189
372,0.6969159441822189
373,-1.0750829517735334
374,-1.3376013067299415
375,-1.3376013067299415
376,0.303138411747607
377,-0.09063912068700208
378,-0.6813054193389214
379,0.6312863554431184
380,-0.02500953194790155
381,-1.00945336303443
382,-0.02500953194790155
383,-0.02500953194790155
384,1.3532118315732389
385,1.4188414203123423
386,1.2875822428341384
387,0.6312863554431184
388,1.4188414203123423
389,-0.15626870942610555
390,2.272026073920667
391,-1.00945336303443
392,-0.22189829816520606
393,-0.35315747564341005
394,-1.2063421292517373
395,0.0406200567912019
396,1.6813597752687501
397,-0.22189829816520606
398,-0.22189829816520606
399,-0.746935008078022
400,1.6813597752687501
401,0.5000271779649144
402,-0.746935008078022
403,-0.4187870643825135
404,0.303138411747607
405,0.9594342991386269
406,0.17187923426940588
407,-0.22189829816520606
408,-0.15626870942610555
409,-1.0750829517735334
410,1.0906934766168308
411,1.0906934766168308
412,0.3687680004867104
413,0.3687680004867104
414,0.303138411747607
415,0.6969159441822189
416,0.303138411747607
417,1.4844710090514428
418,0.17187923426940588
419,2.665803606355279
420,0.43439758922581095
421,2.009507718964259
422,0.9594342991386269
423,-0.4187870643825135
424,0.9594342991386269
425,2.009507718964259
426,1.8126189527469543
427,0.303138411747607
428,0.17187923426940588
429,-0.746935008078022
430,-0.4187870643825135
431,0.23750882300850643
432,-1.403230895469042
433,-0.35315747564341005
434,-0.4187870643825135
435,-0.35315747564341005
436,0.303138411747607
437,-0.2875278869043095
438,-0.4187870643825135
439,-0.878194185556226
440,-2.190785960338266
441,-1.00945336303443
442,-1.7313788391645504
443,0.10624964553030243
444,2.3376556626597673
445,0.10624964553030243
446,-0.746935008078022
447,0.0406200567912019
448,-0.09063912068700208
449,-0.746935008078022
450,-0.746935008078022
451,-1.00945336303443
452,1.4844710090514428
453,0.303138411747607
454,1.8782485414860548
455,0.0406200567912019
456,1.0250638878777303
457,0.43439758922581095
458,0.303138411747607
459,0.23750882300850643
460,0.8938047103995264
461,0.303138411747607
462,-0.22189829816520606
463,-0.878194185556226
464,-1.534490072947246
465,1.7469893640078507
466,-0.35315747564341005
467,0.6969159441822189
468,-0.2875278869043095
469,-0.09063912068700208
470,-1.0750829517735334
471,-0.09063912068700208
472,-0.4187870643825135
473,0.303138411747607
474,-0.09063912068700208
475,-0.484416653121614
476,0.43439758922581095
477,-0.22189829816520606
478,-0.484416653121614
479,-0.15626870942610555
480,-0.615675830599818
481,-0.4187870643825135
482,-1.140712540512634
483,-1.140712540512634
484,-1.00945336303443
485,-0.2875278869043095
486,-0.2875278869043095
487,-0.2875278869043095
488,0.6969159441822189
489,0.8281751216604228
490,0.6312863554431184
491,0.8281751216604228
492,0.6969159441822189
493,1.7469893640078507
494,1.4844710090514428
495,-0.4187870643825135
496,1.4188414203123423
497,0.6969159441822189
498,-0.4187870643825135
499,1.7469893640078507
500,1.4188414203123423
501,-0.2875278869043095
502,-0.2875278869043095
503,-0.22189829816520606
504,-0.02500953194790155
505,-0.35315747564341005
506,0.23750882300850643
507,-0.2875278869043095
508,-0.22189829816520606
509,-1.140712540512634
510,-1.2719717179908379
511,-0.22189829816520606
512,-1.2063421292517373
513,-0.8125645968171255
514,-0.8125645968171255
515,0.6312863554431184
516,0.23750882300850643
517,-0.35315747564341005
518,0.0406200567912019
519,0.9594342991386269
520,1.3532118315732389
521,1.7469893640078507
522,1.0906934766168308
523,0.0406200567912019
524,0.10624964553030243
525,0.17187923426940588
526,0.9594342991386269
527,1.1563230653559342
528,0.8281751216604228
529,-0.8125645968171255
530,1.2875822428341384
531,-0.35315747564341005
532,-0.35315747564341005
533,0.0406200567912019
534,0.43439758922581095
535,1.2875822428341384
536,-0.8125645968171255
537,1.0250638878777303
538,-0.09063912068700208
539,0.0406200567912019
540,0.303138411747607
541,-0.02500953194790155
542,-0.615675830599818
543,-1.00945336303443
544,-2.32204513781647
545,-0.878194185556226
546,1.5501005977905462
547,0.303138411747607
548,-0.615675830599818
549,0.3687680004867104
550,0.7625455329213223
